,genres,href,id,images,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total
38,"['alternative rock', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'philly indie', 'shimmer pop', 'stomp and holler']",https://api.spotify.com/v1/artists/4mLJ3XfOM5FPjSAWdQ2Jk7,4mLJ3XfOM5FPjSAWdQ2Jk7,"[{'height': 640, 'url': 'https://i.scdn.co/image/15120fbb157873832c339c8f7cbaa3bce691f451', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/d50e4c29fbb3e8ade8b2419daf3468b371ca0fb6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f0e7f6ec1be9dbd68460fac720070c8f048c4385', 'width': 160}]",Dr. Dog,65,artist,spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7,https://open.spotify.com/artist/4mLJ3XfOM5FPjSAWdQ2Jk7,,314465
39,[],https://api.spotify.com/v1/artists/3uL9a8QRwQ6J8Sc7NYK7oJ,3uL9a8QRwQ6J8Sc7NYK7oJ,"[{'height': 640, 'url': 'https://i.scdn.co/image/865503ad40c8f2feb384285afbc32a8454ea983d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/a573834c095ff5656e3594ddc002780862d80c7a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/749ba3e16975349f7dd0ca9b98b4669d7c8b24e3', 'width': 160}]",dj poolboi,49,artist,spotify:artist:3uL9a8QRwQ6J8Sc7NYK7oJ,https://open.spotify.com/artist/3uL9a8QRwQ6J8Sc7NYK7oJ,,15702
40,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'pop rap', 'rap']",https://api.spotify.com/v1/artists/6l3HvQ5sa6mXTsMTB19rO5,6l3HvQ5sa6mXTsMTB19rO5,"[{'height': 640, 'url': 'https://i.scdn.co/image/1e9eeefb2c94579150fc37916e8319b975ec8a52', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/e021db512f24f1b9aafad580db7408863346e9cf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/35c726dfde2a3d5545a8b6cbe9cfeaaea3666764', 'width': 160}]",J. Cole,89,artist,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,,11141303
41,['reggae rock'],https://api.spotify.com/v1/artists/2WjvvwAX0mdWwq3aFuUdtc,2WjvvwAX0mdWwq3aFuUdtc,"[{'height': 640, 'url': 'https://i.scdn.co/image/41931c5b81e06cef281968c7f3c74d1ab44bdcf4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7be724aecd841b2f214d996f9441cf5829460832', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/4ee190ddd6a33e340bff33c743f29ecda3b75b0c', 'width': 160}]",Rebelution,71,artist,spotify:artist:2WjvvwAX0mdWwq3aFuUdtc,https://open.spotify.com/artist/2WjvvwAX0mdWwq3aFuUdtc,,590665
42,"['indie garage rock', 'neo-psychedelic']",https://api.spotify.com/v1/artists/66riSKDVOc3vPkeyju0q0o,66riSKDVOc3vPkeyju0q0o,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730531153fccbbc988b6e4f38e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020531153fccbbc988b6e4f38e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510531153fccbbc988b6e4f38e', 'width': 64}]",Moses Gunn Collective,49,artist,spotify:artist:66riSKDVOc3vPkeyju0q0o,https://open.spotify.com/artist/66riSKDVOc3vPkeyju0q0o,,41816
43,"['chillhop', 'jazz boom bap']",https://api.spotify.com/v1/artists/2oJgWr3LkpO9g9NyL8hiOJ,2oJgWr3LkpO9g9NyL8hiOJ,"[{'height': 640, 'url': 'https://i.scdn.co/image/0d174759d5946dec44b3c7b3612051dcc1cb0eeb', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/5a00fc791ef8628da63090ebba6cca60cebb5a70', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e810245a3120d8d4b0a4a38d714d142e30048e23', 'width': 160}]",DJ Grumble,43,artist,spotify:artist:2oJgWr3LkpO9g9NyL8hiOJ,https://open.spotify.com/artist/2oJgWr3LkpO9g9NyL8hiOJ,,9301
44,"['edm', 'indie electropop', 'indie poptimism', 'pop edm', 'tropical house']",https://api.spotify.com/v1/artists/2KPQ6PYAZapLEwMmkzbQxC,2KPQ6PYAZapLEwMmkzbQxC,"[{'height': 640, 'url': 'https://i.scdn.co/image/b07e593b4086736e33f271a05d50b37b27dfe55b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/39b0377a119a7816018568073deeb3b81aad09ec', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/77737ae029f551ffa8284a1b115aa035782d3108', 'width': 160}]",Win and Woo,53,artist,spotify:artist:2KPQ6PYAZapLEwMmkzbQxC,https://open.spotify.com/artist/2KPQ6PYAZapLEwMmkzbQxC,,37908
45,"['edm', 'pop', 'tropical house']",https://api.spotify.com/v1/artists/23fqKkggKUBHNkbKtXEls4,23fqKkggKUBHNkbKtXEls4,"[{'height': 640, 'url': 'https://i.scdn.co/image/eee84c026e93f6d970fdc82c5010c45219530577', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/88aed04adde2b3bdab332abb9b9d071d1fbe1701', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/750bda7060bd0b22a9a2fb65e27f05120a0d056e', 'width': 160}]",Kygo,91,artist,spotify:artist:23fqKkggKUBHNkbKtXEls4,https://open.spotify.com/artist/23fqKkggKUBHNkbKtXEls4,,6461487
46,"['edm', 'electropop', 'indie poptimism', 'indietronica', 'pop edm', 'tropical house', 'vapor soul', 'vapor twitch']",https://api.spotify.com/v1/artists/24V5UY0nChKpnb1TBPJhCw,24V5UY0nChKpnb1TBPJhCw,"[{'height': 640, 'url': 'https://i.scdn.co/image/d6221b39ca6a79d909a59ccb02a2652611b00cdb', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/a6456f20a65006419ad7e8a9122426127c3aa31f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/3cd60d5a6e3bfbaa2f651c4f580709fbfaecf87a', 'width': 160}]",Jai Wolf,65,artist,spotify:artist:24V5UY0nChKpnb1TBPJhCw,https://open.spotify.com/artist/24V5UY0nChKpnb1TBPJhCw,,204193
47,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",https://api.spotify.com/v1/artists/4LLpKhyESsyAXpc4laK94U,4LLpKhyESsyAXpc4laK94U,"[{'height': 640, 'url': 'https://i.scdn.co/image/ed63d93ec5348edc9cdf85c97179bbc78cd57292', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/fc5a96c07e5405d083bdce4da9e23990a3e6002f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/67a39ada83e4dc3e4690e361e9dc91dd702ea2ee', 'width': 160}]",Mac Miller,87,artist,spotify:artist:4LLpKhyESsyAXpc4laK94U,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,,4490046
48,"['australian indie folk', 'folk-pop', 'indie anthem-folk', 'indie folk', 'stomp and holler']",https://api.spotify.com/v1/artists/6cSxzHrQgGc4I4Ck5Gewej,6cSxzHrQgGc4I4Ck5Gewej,"[{'height': 640, 'url': 'https://i.scdn.co/image/2c63a0c0758ce371a20d92ca2c6b94cefb4d683c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/092ee83cbcd5b92dff418b9eb195afad48de519d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/a8d66ea0bcee02e7f97a98fd7fb9fa3eb66ced1b', 'width': 160}]",Sons Of The East,57,artist,spotify:artist:6cSxzHrQgGc4I4Ck5Gewej,https://open.spotify.com/artist/6cSxzHrQgGc4I4Ck5Gewej,,92633
49,"['electronica', 'future garage', 'indie soul']",https://api.spotify.com/v1/artists/7zrkALJ9ayRjzysp4QYoEg,7zrkALJ9ayRjzysp4QYoEg,"[{'height': 640, 'url': 'https://i.scdn.co/image/1294a548ccadf00500f3524e7fa64434cf2fa6f5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/38bea254aa0f766edc813d6f08261d5fdef8cafa', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d2f6e76efff9f24525629b68585680c8006cc61e', 'width': 160}]",Maribou State,69,artist,spotify:artist:7zrkALJ9ayRjzysp4QYoEg,https://open.spotify.com/artist/7zrkALJ9ayRjzysp4QYoEg,,204472
